DAY,SUSCEPTIBLE,EXPOSED,PRESYMPTOMATIC,SYMPTOMATIC,MILD,SEVERE,ASYMPTOMATIC1,ASYMPTOMATIC2,RECOVERED,DECEASED,HOSPITALIZED,SUSCEPTIBLE_AGE0-9,SUSCEPTIBLE_AGE10-19,SUSCEPTIBLE_AGE20-29,SUSCEPTIBLE_AGE30-39,SUSCEPTIBLE_AGE40-49,SUSCEPTIBLE_AGE50-59,SUSCEPTIBLE_AGE60-69,SUSCEPTIBLE_AGE70+,EXPOSED_AGE0-9,EXPOSED_AGE10-19,EXPOSED_AGE20-29,EXPOSED_AGE30-39,EXPOSED_AGE40-49,EXPOSED_AGE50-59,EXPOSED_AGE60-69,EXPOSED_AGE70+,PRESYMPTOMATIC_AGE0-9,PRESYMPTOMATIC_AGE10-19,PRESYMPTOMATIC_AGE20-29,PRESYMPTOMATIC_AGE30-39,PRESYMPTOMATIC_AGE40-49,PRESYMPTOMATIC_AGE50-59,PRESYMPTOMATIC_AGE60-69,PRESYMPTOMATIC_AGE70+,SYMPTOMATIC_AGE0-9,SYMPTOMATIC_AGE10-19,SYMPTOMATIC_AGE20-29,SYMPTOMATIC_AGE30-39,SYMPTOMATIC_AGE40-49,SYMPTOMATIC_AGE50-59,SYMPTOMATIC_AGE60-69,SYMPTOMATIC_AGE70+,MILD_AGE0-9,MILD_AGE10-19,MILD_AGE20-29,MILD_AGE30-39,MILD_AGE40-49,MILD_AGE50-59,MILD_AGE60-69,MILD_AGE70+,SEVERE_AGE0-9,SEVERE_AGE10-19,SEVERE_AGE20-29,SEVERE_AGE30-39,SEVERE_AGE40-49,SEVERE_AGE50-59,SEVERE_AGE60-69,SEVERE_AGE70+,ASYMPTOMATIC1_AGE0-9,ASYMPTOMATIC1_AGE10-19,ASYMPTOMATIC1_AGE20-29,ASYMPTOMATIC1_AGE30-39,ASYMPTOMATIC1_AGE40-49,ASYMPTOMATIC1_AGE50-59,ASYMPTOMATIC1_AGE60-69,ASYMPTOMATIC1_AGE70+,ASYMPTOMATIC2_AGE0-9,ASYMPTOMATIC2_AGE10-19,ASYMPTOMATIC2_AGE20-29,ASYMPTOMATIC2_AGE30-39,ASYMPTOMATIC2_AGE40-49,ASYMPTOMATIC2_AGE50-59,ASYMPTOMATIC2_AGE60-69,ASYMPTOMATIC2_AGE70+,RECOVERED_AGE0-9,RECOVERED_AGE10-19,RECOVERED_AGE20-29,RECOVERED_AGE30-39,RECOVERED_AGE40-49,RECOVERED_AGE50-59,RECOVERED_AGE60-69,RECOVERED_AGE70+,DECEASED_AGE0-9,DECEASED_AGE10-19,DECEASED_AGE20-29,DECEASED_AGE30-39,DECEASED_AGE40-49,DECEASED_AGE50-59,DECEASED_AGE60-69,DECEASED_AGE70+
43,247,1203,2351,2327,1093,3,1584,756,9133,3,2,57,50,54,46,23,8,5,4,249,213,317,201,107,77,32,7,459,401,665,411,210,120,60,25,0,362,828,517,313,185,93,29,0,164,375,244,152,87,51,20,0,0,0,0,0,0,0,3,861,298,168,128,72,37,14,6,406,147,90,59,25,19,7,3,1927,1603,2458,1494,843,511,232,65,0,0,0,0,0,0,0,3
44,101,793,2164,2330,1146,3,1601,747,9812,3,3,27,20,26,12,10,3,2,1,151,146,204,148,72,38,26,8,448,365,602,356,197,132,50,14,0,366,836,527,298,181,85,37,0,174,382,261,163,82,68,16,0,0,0,0,0,0,0,3,858,302,175,138,71,37,14,6,403,139,85,64,31,17,6,2,2072,1726,2645,1594,903,554,243,75,0,0,0,0,0,0,0,3
45,47,455,1780,2333,1157,3,1592,801,10528,4,2,13,8,11,4,5,3,2,1,85,91,106,87,44,24,14,4,367,300,495,292,162,107,44,13,0,363,847,528,291,183,87,34,0,168,420,261,159,82,58,9,0,0,0,0,0,0,0,3,837,307,184,135,69,35,17,8,434,149,89,73,33,21,1,1,2223,1852,2803,1720,982,589,271,88,0,0,0,0,0,0,0,4
46,33,217,1395,2256,1187,2,1532,814,11259,5,1,9,5,10,2,3,3,0,1,43,37,51,43,26,9,6,2,286,257,366,229,125,86,36,10,0,329,844,510,283,166,90,34,0,190,406,275,154,101,50,11,0,0,0,0,0,0,0,2,803,307,167,131,67,34,15,8,437,137,101,78,33,21,5,2,2381,1976,3010,1832,1054,624,292,90,0,0,0,0,0,0,0,5
47,33,86,1036,2088,1229,2,1378,824,12019,5,1,9,5,10,2,3,3,0,1,13,20,20,17,10,3,2,1,220,186,264,179,92,60,28,7,0,309,802,463,257,149,77,31,0,199,406,288,166,107,52,11,0,0,0,0,0,0,0,2,726,274,153,114,63,31,11,6,435,146,96,79,32,24,7,5,2556,2099,3204,1958,1122,667,317,96,0,0,0,0,0,0,0,5
48,33,27,702,1857,1227,1,1191,854,12803,5,1,9,5,10,2,3,3,0,1,5,5,5,5,5,0,2,0,145,130,173,127,62,36,22,7,0,284,706,421,221,133,66,26,0,188,441,269,163,107,49,10,0,0,0,0,0,0,0,1,606,240,142,104,50,33,9,7,477,153,84,75,37,19,5,4,2717,2233,3394,2097,1204,713,341,104,0,0,0,0,0,0,0,5
49,33,6,417,1569,1212,2,1041,846,13569,5,1,9,5,10,2,3,3,0,1,0,1,2,0,2,0,1,0,78,80,98,79,38,25,15,4,0,239,606,349,192,115,53,15,0,197,429,281,147,90,50,18,0,0,0,0,0,0,0,2,539,206,117,86,45,30,11,7,444,162,99,79,38,15,5,4,2889,2348,3594,2224,1280,766,359,109,0,0,0,0,0,0,0,5
50,33,1,248,1216,1222,2,790,859,14324,5,1,9,5,10,2,3,3,0,1,0,0,0,0,0,0,1,0,39,52,60,48,23,17,7,2,0,191,459,266,151,90,45,14,0,200,450,274,150,89,46,13,0,0,0,0,0,0,0,2,417,151,83,68,34,24,9,4,449,167,104,72,38,17,6,6,3045,2472,3789,2370,1346,804,380,118,0,0,0,0,0,0,0,5
51,33,0,131,898,1114,1,591,813,15113,6,1,9,5,10,2,3,3,0,1,0,0,0,0,0,0,0,0,22,22,32,27,14,8,4,2,0,154,318,199,117,66,33,11,0,160,425,250,135,89,41,14,0,0,0,0,0,0,0,1,307,118,67,46,22,21,7,3,414,165,96,69,39,17,7,6,3207,2614,4007,2507,1415,840,402,121,0,0,0,0,0,0,0,6
52,33,0,52,631,1001,1,444,699,15833,6,1,9,5,10,2,3,3,0,1,0,0,0,0,0,0,0,0,4,8,13,17,7,2,1,0,0,111,220,143,78,46,23,10,0,150,384,222,125,72,37,11,0,0,0,0,0,0,0,1,229,87,51,36,17,16,6,2,358,136,83,59,34,19,6,4,3359,2741,4194,2621,1481,886,421,130,0,0,0,0,0,0,0,6
53,33,0,19,427,844,1,289,602,16479,6,1,9,5,10,2,3,3,0,1,0,0,0,0,0,0,0,0,1,3,3,5,5,1,1,0,0,72,143,104,52,28,18,10,0,133,321,185,101,67,32,5,0,0,0,0,0,0,0,1,149,60,32,23,10,8,6,1,306,113,75,47,31,21,6,3,3494,2852,4371,2734,1543,916,431,138,0,0,0,0,0,0,0,6
54,33,0,9,260,727,1,159,503,17002,6,1,9,5,10,2,3,3,0,1,0,0,0,0,0,0,0,0,0,1,2,2,3,0,1,0,0,43,78,65,33,19,13,9,0,125,272,171,84,52,19,4,0,0,0,0,0,0,0,1,78,37,20,12,4,6,2,0,262,89,62,39,27,16,6,2,3610,2938,4511,2809,1591,948,453,142,0,0,0,0,0,0,0,6
55,33,0,4,153,570,2,97,378,17457,6,1,9,5,10,2,3,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,24,44,40,19,14,6,6,0,105,207,135,61,40,18,4,0,0,0,0,0,0,0,2,39,27,16,7,4,3,1,0,211,57,43,28,20,12,6,1,3700,3019,4634,2887,1638,972,462,145,0,0,0,0,0,0,0,6
56,33,0,1,90,429,2,44,281,17814,6,1,9,5,10,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,28,23,10,7,4,5,0,86,149,102,41,34,12,5,0,0,0,0,0,0,0,2,22,9,4,4,4,1,0,0,147,49,34,23,13,9,5,1,3781,3076,4730,2946,1674,990,472,145,0,0,0,0,0,0,0,6
57,33,0,1,41,306,3,12,204,18094,6,1,9,5,10,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,11,16,5,2,0,2,0,57,104,73,30,24,13,5,0,0,0,0,0,0,0,3,4,3,2,1,2,0,0,0,113,38,21,12,9,6,4,1,3833,3130,4807,2996,1696,1009,476,147,0,0,0,0,0,0,0,6
58,33,0,0,16,226,3,5,131,18280,6,1,9,5,10,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,3,1,1,2,0,41,79,53,21,19,10,3,0,0,0,0,0,0,0,3,1,2,0,0,2,0,0,0,75,22,13,10,5,2,4,0,3874,3167,4850,3030,1711,1019,479,150,0,0,0,0,0,0,0,6
59,33,0,0,10,147,3,1,88,18412,6,2,9,5,10,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,1,2,0,27,53,33,11,14,6,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,50,18,9,4,2,1,4,0,3900,3187,4881,3059,1726,1026,483,150,0,0,0,0,0,0,0,6
60,33,0,0,6,96,2,0,58,18498,7,1,9,5,10,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,0,17,31,21,8,14,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,32,12,5,3,3,0,3,0,3918,3203,4908,3073,1731,1027,486,152,0,0,0,0,0,0,0,7
61,33,0,0,2,59,3,0,38,18558,7,1,9,5,10,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,22,13,5,7,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,20,7,2,3,3,0,3,0,3930,3215,4921,3082,1734,1034,489,153,0,0,0,0,0,0,0,7
62,33,0,0,2,35,2,0,27,18594,7,1,9,5,10,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,9,8,4,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,7,2,2,2,0,1,0,3937,3217,4934,3088,1736,1036,492,154,0,0,0,0,0,0,0,7
63,33,0,0,0,21,3,0,13,18623,7,1,9,5,10,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,3,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,2,1,1,0,1,0,3945,3224,4938,3094,1738,1038,492,154,0,0,0,0,0,0,0,7
64,33,0,0,0,15,3,0,8,18634,7,1,9,5,10,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,3,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,2,1,0,1,0,1,0,3947,3227,4940,3097,1738,1039,492,154,0,0,0,0,0,0,0,7
65,33,0,0,0,8,3,0,7,18642,7,1,9,5,10,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,2,1,0,0,0,1,0,3947,3230,4941,3097,1740,1040,493,154,0,0,0,0,0,0,0,7
66,33,0,0,0,4,3,0,6,18647,7,1,9,5,10,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,3947,3231,4943,3097,1741,1041,493,154,0,0,0,0,0,0,0,7
67,33,0,0,0,3,2,0,3,18651,8,0,9,5,10,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3947,3233,4944,3097,1741,1041,494,154,0,0,0,0,0,0,0,8
68,33,0,0,0,3,2,0,3,18651,8,1,9,5,10,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3947,3233,4944,3097,1741,1041,494,154,0,0,0,0,0,0,0,8
69,33,0,0,0,2,2,0,2,18653,8,1,9,5,10,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3948,3233,4945,3097,1741,1041,494,154,0,0,0,0,0,0,0,8
70,33,0,0,0,1,2,0,1,18655,8,1,9,5,10,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3949,3233,4945,3097,1742,1041,494,154,0,0,0,0,0,0,0,8
71,33,0,0,0,0,1,0,0,18658,8,1,9,5,10,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3950,3233,4945,3098,1742,1041,494,155,0,0,0,0,0,0,0,8
72,33,0,0,0,0,1,0,0,18658,8,1,9,5,10,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3950,3233,4945,3098,1742,1041,494,155,0,0,0,0,0,0,0,8
73,33,0,0,0,0,1,0,0,18658,8,1,9,5,10,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3950,3233,4945,3098,1742,1041,494,155,0,0,0,0,0,0,0,8
74,33,0,0,0,0,0,0,0,18658,9,0,9,5,10,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3950,3233,4945,3098,1742,1041,494,155,0,0,0,0,0,0,0,9
1,18699,1,0,0,0,0,0,0,0,0,0,4020,3085,4880,3330,1614,1062,547,161,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,18699,1,0,0,0,0,0,0,0,0,0,4020,3085,4880,3330,1614,1062,547,161,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,18699,0,1,0,0,0,0,0,0,0,0,4020,3085,4880,3330,1614,1062,547,161,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,18696,3,1,0,0,0,0,0,0,0,0,4020,3085,4880,3328,1614,1061,547,161,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,18695,4,1,0,0,0,0,0,0,0,0,4020,3085,4879,3328,1614,1061,547,161,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,18694,4,1,1,0,0,0,0,0,0,0,4020,3084,4879,3328,1614,1061,547,161,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,18690,6,3,1,0,0,0,0,0,0,0,4018,3084,4877,3328,1614,1061,547,161,2,1,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,18683,11,4,2,0,0,0,0,0,0,0,4016,3084,4874,3327,1613,1061,547,161,4,1,4,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,18677,16,5,2,0,0,0,0,0,0,0,4014,3084,4873,3326,1612,1060,547,161,6,1,4,2,2,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,18673,13,9,5,0,0,0,0,0,0,0,4013,3083,4871,3326,1612,1060,547,161,6,1,3,2,0,1,0,0,1,1,5,0,2,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,18651,30,11,7,1,0,0,0,0,0,0,4009,3079,4866,3320,1610,1059,547,161,8,5,7,7,2,1,0,0,3,1,3,1,2,1,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,18626,44,20,8,0,0,1,0,1,0,0,4005,3076,4861,3313,1609,1056,545,161,8,5,9,13,3,4,2,0,6,4,6,2,1,1,0,0,0,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,18580,70,31,11,1,0,6,0,1,0,0,3996,3067,4848,3304,1608,1052,544,161,12,13,18,17,1,6,3,0,10,2,6,7,3,3,0,0,0,1,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,18518,111,45,14,1,0,10,0,1,0,0,3980,3056,4834,3291,1605,1048,543,161,24,20,26,25,4,8,4,0,13,6,9,10,3,4,0,0,0,1,9,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15,18431,158,67,23,4,0,16,0,1,0,0,3951,3045,4805,3281,1600,1046,542,161,46,23,46,25,8,7,3,0,17,11,14,17,2,4,2,0,0,3,12,2,3,3,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,6,3,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,18277,253,102,34,4,0,26,0,4,0,0,3909,3020,4773,3254,1588,1035,540,158,70,39,63,42,18,14,4,3,26,17,24,22,2,8,3,0,0,5,14,7,5,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,15,4,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0
17,18068,366,169,49,3,0,38,1,6,0,0,3859,2991,4724,3209,1571,1025,533,156,92,55,85,72,29,20,9,4,46,25,45,29,8,10,5,1,0,7,19,14,4,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,22,7,3,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0
18,17776,539,227,80,7,0,59,6,6,0,0,3788,2940,4653,3159,1552,1005,525,154,126,89,133,99,40,35,14,3,68,32,48,42,14,12,7,4,0,11,32,22,6,8,1,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,36,10,6,6,0,1,0,0,2,2,1,0,1,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0
19,17455,678,328,118,8,0,95,9,9,0,0,3713,2894,4569,3098,1523,990,516,152,158,108,172,125,55,39,18,3,86,49,80,61,24,17,7,4,0,16,37,37,9,12,6,1,0,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,60,15,11,5,1,2,0,1,2,2,2,2,1,0,0,0,1,0,5,1,0,2,0,0,0,0,0,0,0,0,0,0
20,16972,875,500,172,18,0,137,13,13,0,0,3588,2820,4451,3016,1485,962,502,148,210,138,215,151,75,56,25,5,127,73,132,100,34,20,10,4,0,27,53,49,15,17,8,3,0,3,7,3,2,3,0,0,0,0,0,0,0,0,0,0,89,21,14,7,1,2,2,1,4,3,2,3,0,1,0,0,2,0,6,1,2,2,0,0,0,0,0,0,0,0,0,0
21,16354,1175,665,237,23,0,201,16,29,0,0,3450,2723,4298,2904,1427,930,483,139,279,182,301,201,106,59,36,11,149,110,158,133,48,46,16,5,0,33,85,62,24,19,10,4,0,4,10,6,3,0,0,0,0,0,0,0,0,0,0,0,127,28,18,18,3,3,2,2,11,2,1,2,0,0,0,0,4,3,9,4,3,6,0,0,0,0,0,0,0,0,0,0
22,15787,1315,888,337,31,0,276,25,41,0,0,3335,2624,4141,2800,1387,899,469,132,286,203,346,239,114,70,42,15,204,159,224,152,67,59,18,5,0,48,120,91,33,22,16,7,0,3,13,11,2,2,0,0,0,0,0,0,0,0,0,0,172,37,23,28,7,5,2,2,17,4,1,3,0,0,0,0,6,7,12,6,4,6,0,0,0,0,0,0,0,0,0,0
23,15072,1526,1077,478,56,0,389,42,60,0,0,3186,2517,3936,2682,1335,847,445,124,321,237,416,279,115,91,51,16,251,168,281,176,96,67,28,10,0,76,163,127,48,37,19,8,0,8,26,14,3,4,1,0,0,0,0,0,0,0,0,0,224,63,38,36,12,10,3,3,27,7,5,3,0,0,0,0,11,9,15,13,5,7,0,0,0,0,0,0,0,0,0,0
24,14374,1654,1321,633,80,0,479,60,99,0,0,3036,2405,3764,2557,1268,799,423,122,357,262,438,293,138,101,52,13,291,206,344,237,114,76,43,10,0,103,224,154,67,56,18,11,0,11,24,26,5,7,6,1,0,0,0,0,0,0,0,0,273,75,51,43,15,14,5,3,40,7,8,2,1,1,0,1,23,16,27,18,6,9,0,0,0,0,0,0,0,0,0,0
25,13664,1732,1513,829,118,0,610,91,143,0,0,2898,2289,3550,2433,1207,767,405,115,361,267,496,297,150,96,52,13,319,250,387,271,131,89,52,14,0,132,295,208,85,73,23,13,0,17,36,35,11,11,7,1,0,0,0,0,0,0,0,0,347,93,70,58,21,13,5,3,65,10,9,4,0,1,2,0,30,27,37,24,9,13,1,2,0,0,0,0,0,0,0,0
26,12920,1758,1787,1029,148,0,701,132,225,0,0,2739,2173,3339,2297,1144,727,387,114,366,270,496,315,154,102,47,8,384,292,477,313,145,99,58,19,0,165,357,257,112,89,37,12,0,18,58,41,15,7,8,1,0,0,0,0,0,0,0,0,389,115,88,56,26,18,6,3,88,17,8,13,2,2,1,1,54,35,57,38,16,19,3,3,0,0,0,0,0,0,0,0
27,12125,1848,1927,1250,205,0,843,181,321,0,0,2569,2019,3143,2162,1081,675,371,105,386,317,489,329,153,110,50,14,422,299,529,333,159,115,51,19,0,193,439,303,151,105,48,11,0,26,76,62,17,11,9,4,0,0,0,0,0,0,0,0,448,158,111,64,25,23,10,4,115,26,10,19,6,4,0,1,80,47,83,58,22,20,8,3,0,0,0,0,0,0,0,0
28,11239,1985,2046,1446,301,0,962,253,468,0,0,2388,1867,2916,1985,1004,635,344,100,405,344,520,371,169,112,49,15,437,328,570,356,168,113,61,13,0,210,504,357,176,121,59,19,0,45,103,86,29,24,10,4,0,0,0,0,0,0,0,0,528,173,123,68,29,25,12,4,140,45,24,23,11,7,1,2,122,73,120,84,28,26,11,4,0,0,0,0,0,0,0,0
29,10347,2088,2179,1656,377,0,1083,272,698,0,0,2213,1701,2695,1809,929,592,315,93,427,366,539,405,169,110,56,16,452,355,580,384,192,129,70,17,0,245,594,413,202,118,67,17,0,60,131,96,37,34,12,7,0,0,0,0,0,0,0,0,592,206,138,76,29,28,10,4,148,42,34,20,13,10,2,3,188,110,169,127,43,42,15,4,0,0,0,0,0,0,0,0
30,9490,2120,2244,1855,504,1,1203,354,929,0,0,2028,1555,2489,1654,852,533,292,87,450,355,544,396,174,126,61,14,459,394,577,418,195,120,63,18,0,269,669,447,234,136,79,21,0,85,176,129,47,45,15,7,0,0,0,0,0,0,0,1,641,233,154,86,33,38,14,4,201,49,44,33,15,5,4,3,241,145,227,167,64,60,19,6,0,0,0,0,0,0,0,0
31,8637,2122,2361,2022,605,1,1326,371,1255,0,0,1847,1407,2273,1482,788,493,267,80,455,358,534,400,183,116,61,15,489,411,618,443,188,133,63,16,0,302,719,501,247,144,81,28,0,86,214,155,70,49,27,4,0,0,0,0,0,0,0,1,698,257,168,99,38,42,21,3,205,60,47,30,16,9,2,2,326,204,307,220,84,77,25,12,0,0,0,0,0,0,0,0
32,7697,2230,2406,2156,739,2,1413,461,1596,0,0,1649,1264,2012,1331,701,432,236,72,469,355,590,397,193,131,77,18,507,425,603,457,205,133,58,18,0,326,790,529,247,155,80,29,0,100,266,185,96,56,33,3,0,0,0,0,0,0,0,2,752,265,166,110,47,49,22,2,234,90,62,38,16,12,6,3,409,260,391,283,109,95,35,14,0,0,0,0,0,0,0,0
33,6820,2207,2488,2282,849,2,1478,543,2031,0,0,1446,1116,1793,1177,624,391,205,68,492,375,561,376,188,125,72,18,522,399,654,476,214,138,72,13,0,353,831,557,267,160,84,30,0,115,294,220,101,75,34,10,0,0,0,0,0,0,0,2,770,296,168,126,48,46,23,1,284,112,65,40,19,12,8,3,506,319,514,358,153,116,49,16,0,0,0,0,0,0,0,0
