DAY,SUSCEPTIBLE,EXPOSED,PRESYMPTOMATIC,SYMPTOMATIC,MILD,SEVERE,ASYMPTOMATIC1,ASYMPTOMATIC2,RECOVERED,DECEASED,HOSPITALIZED,SUSCEPTIBLE_AGE0-9,SUSCEPTIBLE_AGE10-19,SUSCEPTIBLE_AGE20-29,SUSCEPTIBLE_AGE30-39,SUSCEPTIBLE_AGE40-49,SUSCEPTIBLE_AGE50-59,SUSCEPTIBLE_AGE60-69,SUSCEPTIBLE_AGE70+,EXPOSED_AGE0-9,EXPOSED_AGE10-19,EXPOSED_AGE20-29,EXPOSED_AGE30-39,EXPOSED_AGE40-49,EXPOSED_AGE50-59,EXPOSED_AGE60-69,EXPOSED_AGE70+,PRESYMPTOMATIC_AGE0-9,PRESYMPTOMATIC_AGE10-19,PRESYMPTOMATIC_AGE20-29,PRESYMPTOMATIC_AGE30-39,PRESYMPTOMATIC_AGE40-49,PRESYMPTOMATIC_AGE50-59,PRESYMPTOMATIC_AGE60-69,PRESYMPTOMATIC_AGE70+,SYMPTOMATIC_AGE0-9,SYMPTOMATIC_AGE10-19,SYMPTOMATIC_AGE20-29,SYMPTOMATIC_AGE30-39,SYMPTOMATIC_AGE40-49,SYMPTOMATIC_AGE50-59,SYMPTOMATIC_AGE60-69,SYMPTOMATIC_AGE70+,MILD_AGE0-9,MILD_AGE10-19,MILD_AGE20-29,MILD_AGE30-39,MILD_AGE40-49,MILD_AGE50-59,MILD_AGE60-69,MILD_AGE70+,SEVERE_AGE0-9,SEVERE_AGE10-19,SEVERE_AGE20-29,SEVERE_AGE30-39,SEVERE_AGE40-49,SEVERE_AGE50-59,SEVERE_AGE60-69,SEVERE_AGE70+,ASYMPTOMATIC1_AGE0-9,ASYMPTOMATIC1_AGE10-19,ASYMPTOMATIC1_AGE20-29,ASYMPTOMATIC1_AGE30-39,ASYMPTOMATIC1_AGE40-49,ASYMPTOMATIC1_AGE50-59,ASYMPTOMATIC1_AGE60-69,ASYMPTOMATIC1_AGE70+,ASYMPTOMATIC2_AGE0-9,ASYMPTOMATIC2_AGE10-19,ASYMPTOMATIC2_AGE20-29,ASYMPTOMATIC2_AGE30-39,ASYMPTOMATIC2_AGE40-49,ASYMPTOMATIC2_AGE50-59,ASYMPTOMATIC2_AGE60-69,ASYMPTOMATIC2_AGE70+,RECOVERED_AGE0-9,RECOVERED_AGE10-19,RECOVERED_AGE20-29,RECOVERED_AGE30-39,RECOVERED_AGE40-49,RECOVERED_AGE50-59,RECOVERED_AGE60-69,RECOVERED_AGE70+,DECEASED_AGE0-9,DECEASED_AGE10-19,DECEASED_AGE20-29,DECEASED_AGE30-39,DECEASED_AGE40-49,DECEASED_AGE50-59,DECEASED_AGE60-69,DECEASED_AGE70+
61,59,0,0,2,28,3,0,24,18577,7,2,16,7,16,11,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,10,6,3,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,18,3,0,1,1,0,1,0,3938,3151,4844,3201,1727,1021,573,122,0,0,0,0,0,0,0,7
62,59,0,0,0,17,3,0,12,18601,8,1,16,7,16,11,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,1,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,2,0,0,1,0,0,0,3947,3155,4846,3205,1729,1021,575,123,0,0,0,0,0,0,0,8
63,59,0,0,0,9,3,0,7,18614,8,1,16,7,16,11,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,3950,3156,4850,3206,1730,1023,576,123,0,0,0,0,0,0,0,8
64,59,0,0,0,7,2,0,4,18619,9,0,16,7,16,11,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3952,3157,4850,3207,1731,1023,576,123,0,0,0,0,0,0,0,9
65,59,0,0,0,2,2,0,2,18626,9,0,16,7,16,11,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3954,3158,4853,3208,1731,1023,576,123,0,0,0,0,0,0,0,9
66,59,0,0,0,1,2,0,1,18628,9,0,16,7,16,11,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3955,3158,4854,3208,1731,1023,576,123,0,0,0,0,0,0,0,9
67,59,0,0,0,0,2,0,0,18630,9,0,16,7,16,11,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3956,3159,4854,3208,1731,1023,576,123,0,0,0,0,0,0,0,9
68,59,0,0,0,0,2,0,0,18630,9,0,16,7,16,11,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3956,3159,4854,3208,1731,1023,576,123,0,0,0,0,0,0,0,9
69,59,0,0,0,0,2,0,0,18630,9,0,16,7,16,11,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3956,3159,4854,3208,1731,1023,576,123,0,0,0,0,0,0,0,9
70,59,0,0,0,0,2,0,0,18630,9,0,16,7,16,11,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3956,3159,4854,3208,1731,1023,576,123,0,0,0,0,0,0,0,9
71,59,0,0,0,0,2,0,0,18630,9,0,16,7,16,11,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3956,3159,4854,3208,1731,1023,576,123,0,0,0,0,0,0,0,9
72,59,0,0,0,0,1,0,0,18631,9,0,16,7,16,11,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3956,3159,4854,3208,1731,1023,576,124,0,0,0,0,0,0,0,9
73,59,0,0,0,0,0,0,0,18631,10,0,16,7,16,11,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3956,3159,4854,3208,1731,1023,576,124,0,0,0,0,0,0,0,10
1,18699,1,0,0,0,0,0,0,0,0,0,3906,3109,4912,3297,1819,995,520,141,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,18699,0,1,0,0,0,0,0,0,0,0,3906,3109,4912,3297,1819,995,520,141,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,18695,4,1,0,0,0,0,0,0,0,0,3906,3108,4910,3297,1819,994,520,141,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,18695,4,0,1,0,0,0,0,0,0,0,3906,3108,4910,3297,1819,994,520,141,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,18694,2,3,1,0,0,0,0,0,0,0,3905,3108,4910,3297,1819,994,520,141,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,18689,6,4,1,0,0,0,0,0,0,0,3904,3107,4908,3296,1819,994,520,141,2,1,2,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,18687,7,5,1,0,0,0,0,0,0,0,3904,3107,4908,3294,1819,994,520,141,1,1,2,3,0,0,0,0,1,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,18678,12,6,4,0,0,0,0,0,0,0,3902,3106,4906,3293,1816,994,520,141,2,1,4,2,3,0,0,0,2,1,1,2,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,18659,24,13,3,1,0,0,0,0,0,0,3898,3101,4902,3289,1816,993,519,141,5,5,5,4,3,1,1,0,3,2,4,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,18620,56,15,6,0,0,2,0,1,0,0,3889,3097,4895,3281,1810,989,518,141,12,8,11,11,8,4,2,0,3,2,4,4,1,1,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,18586,72,27,8,0,0,6,0,1,0,0,3879,3092,4885,3278,1807,987,517,141,20,12,15,8,10,5,2,0,4,2,9,7,2,2,1,0,0,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,18519,109,49,13,0,0,9,0,1,0,0,3863,3079,4870,3269,1799,982,516,141,32,18,25,13,11,8,2,0,6,9,10,10,9,3,2,0,0,2,6,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,18446,138,69,28,3,0,15,0,1,0,0,3843,3069,4851,3256,1790,981,515,141,36,24,35,19,17,5,2,0,20,8,13,11,9,5,3,0,0,5,9,9,2,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,18311,222,103,36,2,0,24,0,2,0,0,3821,3041,4818,3231,1773,974,514,139,45,44,52,36,30,11,2,2,30,14,26,15,11,4,3,0,0,6,11,11,4,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,3,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
15,18108,348,143,56,4,0,36,2,3,0,0,3774,3012,4765,3188,1754,968,511,136,79,59,82,68,39,13,4,4,33,25,37,20,17,8,2,1,0,5,22,16,7,4,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,18,6,4,4,2,1,1,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
16,17804,522,224,84,4,0,51,6,5,0,0,3702,2958,4694,3146,1713,949,507,135,117,96,124,88,65,23,6,3,54,36,58,30,28,13,3,2,0,9,28,24,11,8,3,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,30,7,5,5,2,1,1,0,3,1,1,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
17,17374,779,328,118,7,0,78,5,11,0,0,3613,2886,4591,3058,1676,923,493,134,171,126,192,141,82,45,19,3,74,69,68,60,40,11,3,3,0,13,47,26,18,9,4,1,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,43,12,7,7,3,5,1,0,3,0,1,1,0,0,0,0,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
18,16872,1005,489,165,25,0,122,9,13,0,0,3512,2808,4469,2963,1619,891,480,130,208,156,239,196,116,57,28,5,108,98,117,78,53,27,5,3,0,19,66,37,25,10,6,2,0,4,8,7,2,4,0,0,0,0,0,0,0,0,0,0,71,20,8,12,3,6,1,1,4,1,2,1,1,0,0,0,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0
19,16303,1211,695,246,21,0,182,16,26,0,0,3383,2717,4315,2862,1565,868,469,124,269,191,294,229,127,62,31,8,141,119,183,121,74,39,12,6,0,37,91,56,39,14,7,2,0,2,7,7,4,1,0,0,0,0,0,0,0,0,0,0,103,35,13,14,9,7,0,1,6,2,3,2,1,1,1,0,4,6,7,6,0,3,0,0,0,0,0,0,0,0,0,0
20,15554,1510,925,350,40,0,260,25,36,0,0,3228,2580,4111,2742,1494,827,450,122,321,253,391,264,153,84,38,6,187,155,237,174,98,45,22,7,0,61,123,74,55,25,7,5,0,2,16,11,7,2,2,0,0,0,0,0,0,0,0,0,150,47,22,22,10,8,0,1,14,4,2,1,2,1,1,0,6,7,11,9,0,3,0,0,0,0,0,0,0,0,0,0
21,14798,1739,1162,511,52,0,341,35,62,0,0,3067,2427,3909,2625,1425,798,427,120,366,325,451,295,167,82,45,8,258,181,295,211,123,59,32,3,0,84,186,106,79,38,11,7,0,5,15,16,9,5,2,0,0,0,0,0,0,0,0,0,182,73,35,27,12,8,1,3,21,6,3,2,2,1,0,0,12,8,19,15,2,4,2,0,0,0,0,0,0,0,0,0
22,14025,1843,1444,705,70,1,465,50,97,0,0,2898,2296,3723,2489,1350,752,405,112,398,343,462,312,174,93,50,11,313,228,375,257,152,76,37,6,0,117,243,164,104,50,19,8,0,8,33,9,13,5,2,0,0,0,0,0,0,0,0,1,249,97,48,37,19,8,4,3,29,9,2,4,2,4,0,0,19,11,27,25,5,7,3,0,0,0,0,0,0,0,0,0
23,13230,1884,1771,897,108,1,584,75,150,0,0,2733,2159,3524,2346,1278,707,379,104,408,328,473,315,178,106,60,16,376,315,445,321,172,90,44,8,0,136,317,215,134,63,24,8,0,14,46,21,15,8,3,1,0,0,0,0,0,0,0,1,311,124,66,40,26,9,6,2,46,13,3,8,2,2,0,1,32,20,39,31,14,10,4,0,0,0,0,0,0,0,0,0
24,12283,2083,1965,1134,160,1,744,109,221,0,0,2535,2009,3276,2175,1187,653,352,96,431,345,534,367,200,123,64,19,425,362,482,355,182,93,54,12,0,161,414,267,166,84,33,9,0,28,56,37,23,12,3,1,0,0,0,0,0,0,0,1,402,150,86,48,31,16,9,2,60,24,6,8,7,3,0,1,53,30,59,40,23,11,5,0,0,0,0,0,0,0,0,0
25,11327,2236,2153,1351,229,0,922,161,321,0,0,2344,1855,3018,2007,1093,604,321,85,448,364,582,391,220,133,74,24,466,387,537,380,204,109,57,13,0,196,487,338,187,90,44,9,0,38,86,44,34,19,4,4,0,0,0,0,0,0,0,0,478,186,115,64,41,20,14,4,95,31,12,12,6,4,0,1,75,52,76,61,34,16,6,1,0,0,0,0,0,0,0,0
26,10362,2258,2393,1572,323,0,1117,205,470,0,0,2133,1691,2765,1841,1007,551,296,78,477,369,589,385,221,127,71,19,503,409,617,422,230,130,63,19,0,242,547,408,206,102,56,11,0,52,124,64,48,25,6,4,0,0,0,0,0,0,0,0,578,222,137,77,51,29,19,4,103,49,24,14,8,3,1,3,112,75,110,86,48,28,8,3,0,0,0,0,0,0,0,0
27,9135,2559,2540,1813,446,0,1267,284,656,0,0,1894,1485,2437,1628,887,480,258,66,549,420,669,424,249,146,78,24,497,426,680,451,243,144,78,21,0,288,626,466,239,123,57,14,0,72,158,104,60,33,15,4,0,0,0,0,0,0,0,0,669,248,148,89,58,28,22,5,153,58,27,21,14,7,4,0,144,112,168,114,69,34,8,7,0,0,0,0,0,0,0,0
28,7905,2819,2661,2083,548,1,1421,334,928,0,0,1653,1269,2119,1408,765,410,227,54,565,496,752,474,272,158,78,24,551,427,688,458,263,158,89,27,0,339,718,531,268,141,69,17,0,80,195,142,81,35,12,3,0,0,0,0,0,0,0,1,748,271,165,111,61,36,22,7,183,75,29,20,18,6,3,0,206,152,247,153,91,51,20,8,0,0,0,0,0,0,0,0
29,6654,2987,2813,2310,678,1,1572,435,1250,0,0,1416,1060,1765,1174,651,350,191,47,570,498,817,539,292,165,82,24,599,479,719,470,275,160,88,23,0,374,802,580,284,157,87,26,0,92,249,166,105,48,14,4,0,0,0,0,0,0,0,1,806,305,189,135,67,38,24,8,239,92,44,24,22,10,4,0,276,209,328,209,123,67,30,8,0,0,0,0,0,0,0,0
30,5361,3063,3106,2539,770,1,1652,546,1662,0,0,1129,852,1431,952,528,289,142,38,630,504,827,541,288,153,96,24,637,546,783,522,308,191,96,23,0,389,904,626,326,172,94,28,0,118,273,198,108,49,20,4,0,0,0,0,0,0,0,1,862,315,192,137,67,43,26,10,287,108,65,38,26,12,8,2,361,277,438,283,168,86,38,11,0,0,0,0,0,0,0,0
31,4083,3136,3268,2754,907,0,1776,629,2147,0,0,872,621,1103,698,414,232,116,27,647,533,817,587,288,153,89,22,660,552,880,546,331,179,91,29,0,427,964,667,354,197,114,31,0,154,312,222,117,69,27,6,0,0,0,0,0,0,0,0,934,336,207,150,72,48,21,8,321,130,71,41,31,18,13,4,472,356,559,386,212,99,49,14,0,0,0,0,0,0,0,0
32,2874,3120,3469,2883,1060,0,1895,705,2694,0,0,597,431,782,508,295,164,76,21,667,512,827,550,295,165,86,18,692,587,942,597,338,178,102,33,0,432,1004,692,380,208,133,34,0,188,355,258,138,83,30,8,0,0,0,0,0,0,0,0,984,369,232,156,71,57,19,7,364,139,76,52,37,18,15,4,602,451,695,484,265,122,59,16,0,0,0,0,0,0,0,0
33,1807,2870,3599,3094,1204,0,2023,781,3322,0,0,399,268,492,301,186,96,51,14,602,456,770,504,281,165,74,18,726,606,962,657,332,183,102,31,0,465,1083,717,420,222,147,40,0,203,419,309,140,87,38,8,0,0,0,0,0,0,0,0,1042,397,252,161,81,61,23,6,416,155,85,58,34,21,9,3,721,559,850,590,345,160,76,21,0,0,0,0,0,0,0,0
34,970,2521,3670,3229,1297,1,2075,888,4049,0,0,219,144,260,161,102,49,27,8,518,393,661,456,254,147,74,18,776,610,987,656,334,193,93,21,0,485,1140,742,448,223,146,45,0,202,470,309,155,98,50,13,0,0,0,0,0,0,0,1,1072,405,253,168,81,64,24,8,468,176,101,68,36,27,10,2,853,694,1041,737,409,194,96,25,0,0,0,0,0,0,0,0
35,451,1932,3551,3352,1376,0,2256,905,4877,0,0,105,60,125,72,52,20,16,1,402,297,502,350,210,105,50,16,729,577,968,628,319,206,100,24,0,518,1178,785,445,235,149,42,0,209,486,339,177,100,53,12,0,0,0,0,0,0,0,0,1160,450,269,180,99,68,22,8,485,172,103,65,37,25,14,4,1025,826,1282,878,480,236,116,34,0,0,0,0,0,0,0,0
36,182,1311,3267,3439,1492,0,2299,1007,5703,0,0,43,27,46,35,16,8,7,0,278,198,359,219,141,65,39,12,678,509,873,591,318,192,87,19,0,514,1249,799,454,241,138,44,0,250,484,364,185,122,73,14,0,0,0,0,0,0,0,0,1180,458,273,187,104,60,27,10,549,185,117,70,43,30,10,3,1178,968,1512,1032,558,277,139,39,0,0,0,0,0,0,0,0
37,76,773,2813,3526,1545,3,2282,1055,6627,0,0,15,10,22,17,6,5,1,0,172,120,212,120,77,38,27,7,591,435,727,508,306,151,76,19,0,528,1319,816,432,258,134,39,0,241,520,374,203,125,68,14,0,0,0,0,0,0,0,3,1178,437,271,194,107,56,28,11,586,199,120,74,37,28,11,0,1364,1139,1722,1194,651,334,175,48,0,0,0,0,0,0,0,0
38,51,391,2239,3401,1698,4,2202,1124,7590,0,0,8,7,17,11,3,4,1,0,86,62,99,66,46,17,13,2,485,336,597,395,233,111,64,18,0,510,1255,795,418,259,129,35,0,266,600,391,234,120,73,14,0,0,0,0,0,0,0,4,1148,415,256,195,101,54,22,11,603,206,143,84,46,29,12,1,1576,1307,1946,1360,738,401,206,56,0,0,0,0,0,0,0,0
39,47,154,1658,3200,1770,4,2112,1151,8604,0,1,7,6,15,11,3,4,1,0,30,27,45,29,15,5,3,0,353,260,432,275,184,82,55,17,0,469,1170,774,389,254,117,27,0,273,648,405,233,115,76,20,0,0,0,0,0,0,0,4,1123,385,246,184,100,46,19,9,602,214,145,94,44,33,15,4,1791,1475,2212,1525,851,456,234,60,0,0,0,0,0,0,0,0
40,44,57,1142,2888,1846,3,1811,1272,9637,0,2,6,6,14,11,3,3,1,0,16,6,18,8,5,3,1,0,243,180,298,189,128,53,39,12,0,420,1046,680,365,237,112,28,0,283,678,439,227,124,75,20,0,0,0,0,0,0,0,3,971,322,219,162,81,35,16,5,658,242,161,94,60,34,17,6,2012,1650,2479,1714,950,506,259,67,0,0,0,0,0,0,0,0
41,44,16,735,2441,1863,4,1534,1286,10777,0,2,6,6,14,11,3,3,1,0,7,1,2,3,1,1,1,0,150,119,197,124,83,36,19,7,0,349,879,574,320,190,102,27,0,283,683,433,235,137,76,16,0,0,0,0,0,0,0,4,836,259,186,133,69,35,13,3,667,239,168,99,64,27,15,7,2240,1853,2784,1920,1044,566,293,77,0,0,0,0,0,0,0,0
42,44,5,419,1953,1845,3,1251,1233,11946,1,2,6,6,14,11,3,3,1,0,2,0,1,1,0,1,0,0,82,71,118,76,40,19,11,2,0,279,677,455,290,143,82,27,0,280,689,426,220,146,72,12,0,0,0,0,0,0,0,3,688,209,153,102,56,30,11,2,658,217,155,97,55,28,17,6,2470,2047,3106,2129,1155,625,326,88,0,0,0,0,0,0,0,1
43,44,3,216,1464,1792,3,967,1152,13058,1,2,6,6,14,11,3,3,1,0,0,0,1,1,0,1,0,0,44,32,67,40,16,12,5,0,0,203,512,342,219,100,63,25,0,268,661,412,234,140,69,8,0,0,0,0,0,0,0,3,529,164,119,78,45,18,12,2,616,201,135,101,53,30,11,5,2711,2235,3404,2312,1249,691,359,97,0,0,0,0,0,0,0,1
44,44,0,112,1038,1611,2,672,1060,14159,2,1,6,6,14,11,3,3,1,0,0,0,0,0,0,0,0,0,21,17,36,19,10,5,4,0,0,153,357,233,161,68,45,21,0,220,594,396,204,125,64,8,0,0,0,0,0,0,0,2,363,117,85,52,29,15,10,1,568,190,119,93,51,23,10,6,2948,2406,3708,2493,1361,756,386,101,0,0,0,0,0,0,0,2
45,44,0,52,689,1422,2,468,893,15128,2,1,6,6,14,11,3,3,1,0,0,0,0,0,0,0,0,0,12,4,15,10,5,4,2,0,0,99,241,150,110,40,30,19,0,200,519,340,182,118,57,6,0,0,0,0,0,0,0,2,247,83,60,37,19,13,8,1,490,145,106,83,43,18,5,3,3151,2572,3958,2666,1457,799,417,108,0,0,0,0,0,0,0,2
46,44,0,18,450,1169,4,292,778,15943,2,1,6,6,14,11,3,3,1,0,0,0,0,0,0,0,0,0,7,1,3,2,2,2,1,0,0,65,158,98,72,28,16,13,0,169,428,269,161,88,46,8,0,0,0,0,0,0,0,4,150,54,38,27,10,7,5,1,436,120,89,64,43,20,4,2,3307,2694,4183,2826,1528,847,447,111,0,0,0,0,0,0,0,2
47,44,0,7,254,942,4,175,637,16635,2,2,6,6,14,11,3,3,1,0,0,0,0,0,0,0,0,0,3,0,1,1,1,1,0,0,0,33,95,56,33,16,11,10,0,130,341,209,143,71,39,9,0,0,0,0,0,0,0,4,81,38,23,20,6,4,2,1,360,101,71,52,31,18,3,1,3456,2801,4368,2948,1602,882,464,114,0,0,0,0,0,0,0,2
48,44,0,5,132,729,4,89,472,17222,3,1,6,6,14,11,3,3,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,14,53,32,14,8,4,7,0,105,261,161,113,51,32,6,0,0,0,0,0,0,0,4,42,18,14,8,2,4,1,0,257,77,51,48,22,12,3,2,3599,2889,4519,3036,1665,916,479,119,0,0,0,0,0,0,0,3
49,44,0,3,73,507,4,43,363,17660,3,2,6,6,14,11,3,3,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,6,29,16,8,3,4,7,0,68,177,125,81,35,16,5,0,0,0,0,0,0,0,4,19,11,7,2,2,2,0,0,200,58,40,33,17,11,2,2,3679,2960,4646,3109,1708,941,497,120,0,0,0,0,0,0,0,3
50,44,0,0,38,346,6,19,275,17969,3,2,6,6,14,11,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,9,4,3,2,5,0,44,123,85,53,23,14,4,0,0,0,0,0,0,0,6,12,2,2,1,1,1,0,0,136,51,36,26,15,8,1,2,3752,3004,4725,3165,1743,957,502,121,0,0,0,0,0,0,0,3
51,44,0,0,12,258,6,10,186,18181,3,3,6,6,14,11,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,4,0,34,92,66,35,18,10,3,0,0,0,0,0,0,0,6,7,1,1,0,0,1,0,0,91,29,28,22,8,6,0,2,3802,3039,4776,3196,1771,966,508,123,0,0,0,0,0,0,0,3
52,44,0,0,6,173,6,4,122,18342,3,3,6,6,14,11,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,0,24,56,46,26,11,8,2,0,0,0,0,0,0,0,6,3,0,0,0,0,1,0,0,59,21,16,15,6,3,0,2,3838,3058,4826,3224,1783,977,511,125,0,0,0,0,0,0,0,3
