DAY,SUSCEPTIBLE,EXPOSED,PRESYMPTOMATIC,SYMPTOMATIC,MILD,SEVERE,ASYMPTOMATIC1,ASYMPTOMATIC2,RECOVERED,DECEASED,HOSPITALIZED,SUSCEPTIBLE_AGE0-9,SUSCEPTIBLE_AGE10-19,SUSCEPTIBLE_AGE20-29,SUSCEPTIBLE_AGE30-39,SUSCEPTIBLE_AGE40-49,SUSCEPTIBLE_AGE50-59,SUSCEPTIBLE_AGE60-69,SUSCEPTIBLE_AGE70+,EXPOSED_AGE0-9,EXPOSED_AGE10-19,EXPOSED_AGE20-29,EXPOSED_AGE30-39,EXPOSED_AGE40-49,EXPOSED_AGE50-59,EXPOSED_AGE60-69,EXPOSED_AGE70+,PRESYMPTOMATIC_AGE0-9,PRESYMPTOMATIC_AGE10-19,PRESYMPTOMATIC_AGE20-29,PRESYMPTOMATIC_AGE30-39,PRESYMPTOMATIC_AGE40-49,PRESYMPTOMATIC_AGE50-59,PRESYMPTOMATIC_AGE60-69,PRESYMPTOMATIC_AGE70+,SYMPTOMATIC_AGE0-9,SYMPTOMATIC_AGE10-19,SYMPTOMATIC_AGE20-29,SYMPTOMATIC_AGE30-39,SYMPTOMATIC_AGE40-49,SYMPTOMATIC_AGE50-59,SYMPTOMATIC_AGE60-69,SYMPTOMATIC_AGE70+,MILD_AGE0-9,MILD_AGE10-19,MILD_AGE20-29,MILD_AGE30-39,MILD_AGE40-49,MILD_AGE50-59,MILD_AGE60-69,MILD_AGE70+,SEVERE_AGE0-9,SEVERE_AGE10-19,SEVERE_AGE20-29,SEVERE_AGE30-39,SEVERE_AGE40-49,SEVERE_AGE50-59,SEVERE_AGE60-69,SEVERE_AGE70+,ASYMPTOMATIC1_AGE0-9,ASYMPTOMATIC1_AGE10-19,ASYMPTOMATIC1_AGE20-29,ASYMPTOMATIC1_AGE30-39,ASYMPTOMATIC1_AGE40-49,ASYMPTOMATIC1_AGE50-59,ASYMPTOMATIC1_AGE60-69,ASYMPTOMATIC1_AGE70+,ASYMPTOMATIC2_AGE0-9,ASYMPTOMATIC2_AGE10-19,ASYMPTOMATIC2_AGE20-29,ASYMPTOMATIC2_AGE30-39,ASYMPTOMATIC2_AGE40-49,ASYMPTOMATIC2_AGE50-59,ASYMPTOMATIC2_AGE60-69,ASYMPTOMATIC2_AGE70+,RECOVERED_AGE0-9,RECOVERED_AGE10-19,RECOVERED_AGE20-29,RECOVERED_AGE30-39,RECOVERED_AGE40-49,RECOVERED_AGE50-59,RECOVERED_AGE60-69,RECOVERED_AGE70+,DECEASED_AGE0-9,DECEASED_AGE10-19,DECEASED_AGE20-29,DECEASED_AGE30-39,DECEASED_AGE40-49,DECEASED_AGE50-59,DECEASED_AGE60-69,DECEASED_AGE70+
37,4878,1833,2031,2047,1087,4,1386,719,4713,2,2,1033,834,1257,874,451,276,124,29,422,323,456,301,161,97,54,19,412,350,530,376,183,108,53,19,0,309,728,481,263,166,73,27,0,181,381,256,139,71,48,11,0,0,0,0,0,0,0,4,751,278,130,103,63,42,14,5,396,131,78,54,29,19,9,3,1001,818,1243,814,442,255,108,32,0,0,0,0,0,0,0,2
38,4102,1862,2111,2041,1119,4,1363,716,5380,2,2,879,702,1059,726,373,235,100,28,398,324,473,323,185,91,52,16,459,368,533,378,185,117,54,17,0,316,717,473,255,166,89,25,0,167,406,267,142,79,43,15,0,0,0,0,0,0,0,4,732,274,134,107,58,42,10,6,405,128,73,52,25,19,12,2,1142,945,1408,933,508,285,123,36,0,0,0,0,0,0,0,2
39,3293,1926,2136,2069,1098,3,1375,717,6081,2,2,715,577,832,588,294,185,78,24,386,315,543,327,188,106,51,10,470,384,498,378,197,124,61,24,0,322,732,485,257,160,88,25,0,170,388,270,144,72,41,13,0,0,0,0,0,0,0,3,749,271,144,108,48,40,11,4,400,127,70,57,31,22,7,3,1295,1058,1596,1046,572,325,146,43,0,0,0,0,0,0,0,2
40,2515,1922,2192,2084,1093,4,1374,744,6770,2,3,545,442,637,444,227,145,55,20,397,324,524,341,173,106,49,8,488,371,539,368,213,123,66,24,0,331,731,491,265,155,84,27,0,168,388,266,136,79,44,12,0,0,0,0,0,0,0,4,719,279,144,121,51,42,15,3,428,129,74,60,26,21,5,1,1438,1180,1766,1168,640,363,165,50,0,0,0,0,0,0,0,2
41,1777,1870,2250,2110,1055,4,1412,740,7480,2,4,379,310,448,310,178,100,36,16,408,312,489,335,161,109,47,9,477,380,590,387,207,120,66,23,0,335,744,512,257,153,82,27,0,158,365,239,151,90,42,10,0,0,0,0,0,0,0,4,737,296,151,118,47,45,16,2,418,143,64,56,31,21,5,2,1596,1290,1952,1302,699,396,189,56,0,0,0,0,0,0,0,2
42,1121,1751,2283,2142,1028,4,1455,767,8147,2,4,240,206,285,193,110,58,20,9,369,300,447,309,161,108,45,12,493,375,621,392,212,117,59,14,0,339,720,539,264,155,92,33,0,164,373,219,135,88,39,10,0,0,0,0,0,0,0,4,765,287,170,118,48,44,16,7,411,163,64,67,27,26,7,2,1737,1390,2123,1422,774,438,205,58,0,0,0,0,0,0,0,2
43,582,1557,2266,2169,1058,5,1512,737,8811,3,3,130,109,143,100,60,28,9,3,326,261,413,265,145,98,37,12,479,383,602,398,213,121,55,15,0,348,735,545,271,150,87,33,0,162,393,243,133,74,44,9,0,0,0,0,0,0,0,5,801,293,172,120,54,47,20,5,396,150,73,62,21,24,8,3,1883,1518,2272,1526,834,492,223,63,0,0,0,0,0,0,0,3
44,260,1180,2209,2182,1101,6,1535,753,9470,4,2,58,52,68,37,27,10,5,3,254,209,284,224,108,68,25,8,460,371,617,362,208,127,52,12,0,344,720,549,284,163,90,32,0,175,396,261,140,75,45,9,0,0,0,0,0,0,0,6,799,300,184,121,54,48,21,8,417,145,80,60,20,21,7,3,2027,1628,2454,1645,890,522,238,66,0,0,0,0,0,0,0,4
45,114,814,1991,2194,1111,8,1524,795,10145,4,2,24,25,36,12,8,5,3,1,173,138,196,158,79,46,15,9,420,352,529,340,184,115,42,9,0,327,754,538,293,163,90,29,0,185,387,269,138,85,37,10,0,0,0,0,0,0,0,8,813,295,185,106,49,46,20,10,407,167,80,79,26,24,10,2,2178,1735,2636,1757,954,550,266,69,0,0,0,0,0,0,0,4
46,60,433,1728,2192,1145,8,1493,799,10837,5,3,15,13,17,5,6,4,0,0,92,75,112,81,45,16,8,4,365,312,446,299,159,103,36,8,0,327,760,539,283,162,91,30,0,188,388,286,147,87,36,13,0,0,0,0,0,0,0,8,792,275,192,108,54,45,16,11,420,175,83,62,23,25,10,1,2331,1859,2805,1879,1014,592,286,71,0,0,0,0,0,0,0,5
47,52,183,1412,2107,1150,7,1408,815,11561,5,3,14,10,14,4,6,4,0,0,41,30,50,28,17,8,6,3,291,251,364,261,130,79,27,9,0,323,745,504,283,155,76,21,0,191,380,291,135,89,45,19,0,0,0,0,0,0,0,7,756,267,180,97,49,38,15,6,417,166,96,65,30,27,8,6,2496,1986,2974,2009,1081,634,306,75,0,0,0,0,0,0,0,5
48,48,76,1003,1980,1193,6,1306,830,12252,6,3,13,10,12,4,6,3,0,0,15,14,23,13,5,2,3,1,218,170,251,182,90,61,21,10,0,305,698,470,270,152,68,17,0,193,427,296,145,74,40,18,0,0,0,0,0,0,0,6,689,254,174,94,47,31,11,6,439,159,96,58,34,31,11,2,2641,2119,3122,2142,1134,680,329,85,0,0,0,0,0,0,0,6
49,48,26,679,1746,1214,7,1154,817,13003,6,3,13,10,12,4,6,3,0,0,5,5,9,2,3,1,0,1,143,104,177,124,69,37,16,9,0,274,630,412,226,135,56,13,0,196,403,306,159,88,44,18,0,0,0,0,0,0,0,7,611,239,141,81,39,29,11,3,431,150,103,59,32,29,9,4,2812,2246,3328,2271,1197,712,347,90,0,0,0,0,0,0,0,6
50,48,5,414,1475,1214,7,983,798,13750,6,4,13,10,12,4,6,3,0,0,2,1,1,1,0,0,0,0,92,63,113,77,38,19,8,4,0,239,511,359,189,119,44,14,0,179,444,283,166,81,45,16,0,0,0,0,0,0,0,7,510,202,124,70,38,26,9,4,434,150,92,56,28,23,11,4,2964,2380,3506,2409,1266,763,366,96,0,0,0,0,0,0,0,6
51,48,0,218,1172,1147,6,790,746,14566,7,3,13,10,12,4,6,3,0,0,0,0,0,0,0,0,0,0,52,29,56,44,21,7,7,2,0,191,408,277,159,97,29,11,0,169,407,274,149,85,49,14,0,0,0,0,0,0,0,6,407,170,99,60,26,17,8,3,409,145,84,42,29,27,8,2,3134,2510,3737,2558,1341,798,382,106,0,0,0,0,0,0,0,7
52,48,0,103,908,1043,7,591,711,15282,7,4,13,10,12,4,6,3,0,0,0,0,0,0,0,0,0,0,28,12,28,15,11,5,3,1,0,145,316,226,117,70,23,11,0,172,371,241,135,78,40,6,0,0,0,0,0,0,0,7,305,124,72,48,19,13,7,3,389,139,91,39,24,22,7,0,3280,2622,3913,2686,1419,843,403,116,0,0,0,0,0,0,0,7
53,48,0,48,630,977,7,405,631,15947,7,4,13,10,12,4,6,3,0,0,0,0,0,0,0,0,0,0,12,7,12,6,5,2,3,1,0,97,215,159,80,52,16,11,0,159,354,229,124,69,36,6,0,0,0,0,0,0,0,7,221,80,47,30,10,9,5,3,335,136,66,44,25,18,7,0,3434,2735,4097,2787,1481,881,416,116,0,0,0,0,0,0,0,7
54,48,0,22,427,818,6,261,553,16556,9,3,13,10,12,4,6,3,0,0,0,0,0,0,0,0,0,0,5,6,5,1,3,1,0,1,0,59,147,105,59,33,14,10,0,137,288,192,107,66,23,5,0,0,0,0,0,0,0,6,143,44,34,20,10,5,2,3,293,124,60,39,16,15,6,0,3561,2844,4257,2898,1530,911,438,117,0,0,0,0,0,0,0,9
55,48,0,8,256,698,6,157,490,17026,11,3,13,10,12,4,6,3,0,0,0,0,0,0,0,0,0,0,1,3,2,1,1,0,0,0,0,37,91,66,32,17,7,6,0,109,246,159,97,59,23,5,0,0,0,0,0,0,0,6,93,24,21,11,5,2,1,0,255,106,52,39,15,14,6,3,3653,2935,4379,2979,1575,939,446,120,0,0,0,0,0,0,0,11
56,48,0,2,139,563,4,82,397,17453,12,2,13,10,12,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,21,43,38,18,7,6,6,0,89,200,128,77,49,18,2,0,0,0,0,0,0,0,4,52,8,12,6,3,0,1,0,210,94,37,30,12,11,2,1,3740,3002,4498,3052,1615,964,456,126,0,0,0,0,0,0,0,12
57,48,0,1,62,422,4,43,298,17810,12,2,13,10,12,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,23,11,9,5,4,3,0,66,144,111,53,32,13,3,0,0,0,0,0,0,0,4,28,5,5,3,2,0,0,0,159,67,28,25,7,11,1,0,3815,3069,4591,3104,1654,983,465,129,0,0,0,0,0,0,0,12
58,48,0,0,27,292,4,23,201,18093,12,2,13,10,12,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,4,2,3,3,0,43,98,83,37,22,7,2,0,0,0,0,0,0,0,4,12,4,4,2,1,0,0,0,107,43,18,22,4,6,1,0,3883,3121,4663,3144,1679,1001,472,130,0,0,0,0,0,0,0,12
